cluster_id	category	chr	start	end	n_features	n_bystanders
C44	PF00067	super_117	389662	401182	2	0
C45	PF00067	super_16	2399574	2411321	2	1
C46	PF00067	super_167	241529	245252	2	0
C47	PF00067	super_187	222981	231450	2	0
C48	PF00067	super_196	126540	148620	3	1
C49	PF00067	super_21	2611354	2648573	3	0
C50	PF00067	super_132	358760	360625	2	0
C51	PF00069	super_37	672195	683559	2	0
C52	PF00069	super_238	189659	208555	2	0
C53	PF00069	super_238	290834	318833	2	1
C54	PF00069	super_245	168686	221487	3	1
C55	PF00069	super_245	258125	284497	2	0
C56	PF00069	super_258	5200	9100	2	0
C57	PF00069	super_29	1771079	1787152	2	0
C58	PF00069	super_376	62490	89255	2	1
C59	PF00069	super_54	66621	86561	2	1
C60	PF00069	super_39	1789885	1824585	2	0
C61	PF00069	super_450	4495	17587	2	0
C62	PF00069	super_451	9197	30237	2	0
C63	PF00069	super_464	42523	50127	2	0
C64	PF00069	super_49	982451	1010681	2	1
C65	PF00069	super_59	997533	1020089	2	0
C66	PF00069	super_61	790411	799220	2	0
C67	PF00069	super_8	2392447	2417819	2	0
C68	PF00069	super_39	1656459	1691124	2	1
C69	PF00069	super_232	189405	214421	2	0
C70	PF00069	super_19	535184	558084	2	1
C71	PF00069	super_181	374849	433781	4	3
C72	PF00069	super_0	663740	689042	2	2
C73	PF00069	super_0	6008385	6041779	2	1
C74	PF00069	super_210	241004	261440	2	0
C75	PF00069	super_103	581351	599279	2	0
C76	PF00069	super_105	1062069	1094786	3	1
C77	PF00069	super_109	86560	115184	2	0
C78	PF00069	super_117	177299	191618	2	0
C79	PF00069	super_12	2430633	2453557	2	0
C80	PF00069	super_0	11460426	11489099	2	2
C81	PF00069	super_141	214369	232210	2	1
C82	PF00069	super_144	2215	27564	2	2
C83	PF00069	super_146	340670	353400	2	0
C84	PF00069	super_146	531941	548611	2	1
C85	PF00069	super_148	681452	703330	2	1
C86	PF00069	super_16	3043226	3074631	2	0
C87	PF00069	super_17	1041451	1052137	2	0
C88	PF00069	super_131	129058	157385	2	1
C89	PF00076	super_67	1459827	1465400	2	0
C90	PF00076	super_65	1302335	1317384	2	0
C91	PF00076	super_44	2001187	2014423	2	0
C92	PF00076	super_2	3049221	3070868	2	0
C93	PF00076	super_26	1579792	1586475	2	1
C94	PF00076	super_1	4201251	4225006	2	1
C95	PF00076	super_28	1336153	1345364	2	2
C96	PF00078	super_5	82169	94437	2	0
C97	PF00078	super_9	1328056	1338860	2	0
C98	PF00078	super_8	1942322	1957574	2	0
C99	PF00078	super_337	17453	29968	2	0
C100	PF00078	super_160	357055	369309	2	0
C101	PF00078	super_19	2810796	2822574	2	0
C102	PF00078	super_304	77750	97988	2	0
C103	PF00078	super_10	2495182	2507305	3	0
C104	PF00078	super_1	6710180	6719692	2	0
C105	PF00082	super_4	5421264	5435821	2	0
C106	PF00091	super_0	1641091	1664174	3	0
C107	PF00091	super_161	152943	165878	2	0
C108	PF00091	super_35	1459105	1487079	3	0
C109	PF00097	super_307	173283	180197	2	0
C110	PF00098	super_61	1801678	1809815	2	0
C111	PF00098	super_391	531	12922	2	0
C112	PF00098	super_386	87227	94679	2	0
C113	PF00098	super_73	1045489	1055416	2	0
C114	PF00098	super_3	2622637	2639584	2	1
C115	PF00098	super_282	77156	86386	2	1
C116	PF00098	super_25	10765	31068	2	2
C117	PF00098	super_241	169066	177994	2	0
C118	PF00098	super_34	2472832	2477827	2	0
C119	PF00098	super_19	2810796	2822574	2	0
C120	PF00098	super_188	203741	209441	2	0
C121	PF00098	super_185	24680	35899	4	0
C122	PF00098	super_175	7247	23887	2	1
C123	PF00098	super_158	399022	412773	2	0
C124	PF00098	super_147	477930	490469	2	1
C125	PF00098	super_118	878116	898960	2	1
C126	PF00098	super_1	6710180	6719692	2	0
C127	PF00098	super_205	208651	214157	2	0
C128	PF00106	super_2	4696018	4705294	2	0
C129	PF00106	super_591	2	15588	2	1
C130	PF00107	super_70	733645	786348	7	1
C131	PF00107	super_25	2817187	2824060	2	0
C132	PF00107	super_11	151257	168829	3	0
C133	PF00107	super_140	354068	376109	2	0
C134	PF00119	super_9	4517531	4539556	2	3
C135	PF00120	super_16	410972	429027	2	0
C136	PF00120	super_239	265269	283068	2	0
C137	PF00122	super_74	973999	1021040	2	0
C138	PF00125	super_297	81659	85353	2	0
C139	PF00134	super_156	629591	641178	2	2
C140	PF00139	super_181	408519	433781	2	1
C141	PF00139	super_210	193503	212752	2	0
C142	PF00141	super_75	760087	779754	2	2
C143	PF00141	super_7	1054291	1058442	2	0
C144	PF00141	super_3	4457878	4461502	2	0
C145	PF00141	super_157	550617	573475	2	0
C146	PF00141	super_2	690838	720417	3	1
C147	PF00141	super_140	206123	221583	2	1
C148	PF00141	super_132	760934	775108	2	0
C149	PF00141	super_132	709977	734439	2	2
C150	PF00141	super_0	2894229	2910611	2	0
C151	PF00141	super_154	654917	691116	6	0
C152	PF00149	super_46	82439	101146	2	0
C153	PF00153	super_190	438498	453554	2	2
C154	PF00153	super_46	376090	396559	2	1
C155	PF00153	super_7	3550381	3557877	2	0
C156	PF00153	super_96	1010355	1033933	2	2
C157	PF00164	super_16	2860375	2866037	2	0
C158	PF00170	super_59	662022	688597	2	3
C159	PF00171	super_232	68421	96515	2	0
C160	PF00179	super_553	20791	22269	2	0
C161	PF00179	super_6	684330	706954	2	0
C162	PF00179	super_9	3719258	3726896	2	0
C163	PF00190	super_112	782247	790365	2	0
C164	PF00190	super_19	1314697	1364695	5	2
C165	PF00190	super_196	451536	458851	2	0
C166	PF00190	super_500	1326	21057	2	0
C167	PF00201	super_112	541471	561754	2	0
C168	PF00201	super_16	3630306	3672864	3	0
C169	PF00201	super_168	352065	376737	2	0
C170	PF00201	super_19	447029	478700	4	1
C171	PF00225	super_99	708788	741676	2	2
C172	PF00226	super_24	1103125	1111727	2	0
C173	PF00226	super_6	2851661	2860884	2	0
C174	PF00226	super_97	1006791	1028546	2	0
C175	PF00227	super_13	3586926	3599925	2	0
C176	PF00227	super_169	506564	509574	2	1
C177	PF00230	super_261	246023	262170	2	0
C178	PF00240	super_0	2553233	2562280	2	1
C179	PF00240	super_0	9291823	9308792	2	0
C180	PF00244	super_53	274015	288075	2	0
C181	PF00248	super_87	445444	461930	2	0
C182	PF00248	super_206	143341	167912	3	2
C183	PF00248	super_55	1005920	1028021	2	1
C184	PF00248	super_206	9502	79139	8	4
C185	PF00248	super_206	109299	118044	2	0
C186	PF00249	super_140	536327	564569	2	0
C187	PF00249	super_173	291588	316892	2	1
C188	PF00249	super_2	2495450	2520757	2	0
C189	PF00249	super_4	3488738	3519649	2	0
C190	PF00249	super_6	3956856	3982149	2	1
C191	PF00251	super_31	634086	660737	2	0
C192	PF00270	super_13	2344492	2356348	2	0
C193	PF00270	super_22	1717090	1728804	2	0
C194	PF00271	super_22	1717090	1728804	2	0
C195	PF00271	super_13	2344492	2356348	2	0
C196	PF00291	super_7	2660266	2668968	2	0
C197	PF00305	super_216	305098	322940	2	1
C198	PF00313	super_25	10765	31068	2	2
C199	PF00314	super_188	96249	118908	2	0
C200	PF00332	super_172	355870	376765	2	0
C201	PF00350	super_11	1677961	1710014	2	2
C202	PF00350	super_242	285398	308857	2	0
C203	PF00350	super_90	1261557	1284994	2	1
C204	PF00361	super_206	13502	27706	2	2
C205	PF00361	super_359	72381	77085	2	0
C206	PF00385	super_5	82169	94437	2	0
C207	PF00385	super_337	27380	36056	2	0
C208	PF00385	super_10	2499581	2507305	2	0
C209	PF00385	super_24	1329137	1344548	2	0
C210	PF00400	super_0	8157936	8177081	2	2
C211	PF00400	super_124	382220	393491	2	0
C212	PF00400	super_56	1483633	1497429	2	0
C213	PF00400	super_6	3525200	3555817	2	2
C214	PF00403	super_60	1460193	1475923	2	0
C215	PF00403	super_9	1765185	1780328	2	0
C216	PF00403	super_8	3030748	3045448	2	0
C217	PF00403	super_7	4763150	4769403	2	0
C218	PF00403	super_251	204267	217400	2	0
C219	PF00403	super_31	2061280	2096158	3	0
C220	PF00403	super_119	392651	399332	2	0
C221	PF00403	super_218	238199	249103	2	1
C222	PF00403	super_10	4199613	4219300	2	2
C223	PF00403	super_10	3824160	3840156	2	0
C224	PF00403	super_10	3679589	3703313	2	0
C225	PF00403	super_10	3610097	3630405	2	0
C226	PF00407	super_10	1027439	1090088	5	0
C227	PF00407	super_3	4388	17304	2	0
C228	PF00407	super_3	747005	772468	3	0
C229	PF00407	super_327	20716	30553	2	0
C230	PF00407	super_34	1187880	1193940	2	0
C231	PF00407	super_671	4	8161	2	0
C232	PF00462	super_122	365554	382192	2	0
C233	PF00464	super_3	2398497	2416087	2	1
C234	PF00481	super_322	143231	160656	2	0
C235	PF00481	super_67	1737	9428	3	0
C236	PF00481	super_67	64502	80051	2	2
C237	PF00487	super_27	163882	182557	2	0
C238	PF00501	super_78	207910	231694	2	0
C239	PF00504	super_294	197564	207753	2	0
C240	PF00504	super_38	1440101	1449374	2	0
C241	PF00504	super_64	296556	301498	2	0
C242	PF00504	super_83	774359	788799	2	0
C243	PF00505	super_231	65074	75126	2	1
C244	PF00505	super_55	1308433	1332680	2	0
C245	PF00507	super_9	4557047	4561220	2	0
C246	PF00514	super_26	2188550	2203422	2	0
C247	PF00515	super_46	82439	101146	2	0
C248	PF00538	super_167	513140	536215	3	0
C249	PF00538	super_192	370505	394405	3	0
C250	PF00544	super_5	3348131	3369476	2	0
C251	PF00550	super_10	1220541	1227141	2	2
C252	PF00560	super_189	137108	149792	2	0
C253	PF00560	super_283	15240	39031	2	0
C254	PF00560	super_293	183651	206706	2	0
C255	PF00565	super_115	945460	962139	2	0
C256	PF00583	super_56	303032	313220	2	0
C257	PF00641	super_28	1336153	1345364	2	2
C258	PF00651	super_1	641153	666730	2	4
C259	PF00657	super_83	253869	267537	2	0
C260	PF00657	super_83	195882	212930	2	1
C261	PF00657	super_5	3453452	3477506	2	1
C262	PF00657	super_221	384182	392488	2	0
C263	PF00657	super_7	3080573	3089290	2	1
C264	PF00665	super_282	77156	86386	2	1
C265	PF00665	super_73	1045489	1055416	2	0
C266	PF00665	super_61	1797887	1809815	3	0
C267	PF00665	super_567	3185	18812	2	1
C268	PF00665	super_5	82169	94437	2	0
C269	PF00665	super_463	40943	50233	2	0
C270	PF00665	super_34	2472832	2493516	3	0
C271	PF00665	super_302	211037	217845	2	0
C272	PF00665	super_3	3627943	3665478	4	0
C273	PF00665	super_241	95809	144510	5	0
C274	PF00665	super_160	357055	369309	2	0
C275	PF00665	super_188	197305	209441	2	1
C276	PF00665	super_21	734854	746341	2	0
C277	PF00665	super_118	878116	898960	2	1
C278	PF00665	super_114	1005712	1011753	2	0
C279	PF00665	super_114	822564	845661	3	0
C280	PF00665	super_107	121730	138752	2	1
C281	PF00665	super_10	2499581	2509691	2	1
C282	PF00665	super_1	6710180	6719692	2	0
C283	PF00665	super_1	5452786	5457092	2	0
C284	PF00684	super_97	1006791	1028546	2	0
C285	PF00684	super_24	1103125	1111727	2	0
C286	PF00689	super_74	973999	1021040	2	0
C287	PF00690	super_74	973999	1021040	2	0
C288	PF00702	super_74	973999	1021040	2	0
C289	PF00704	super_134	871621	878382	2	0
C290	PF00704	super_97	1166240	1180758	2	0
C291	PF00722	super_7	2907628	2918535	2	0
C292	PF00722	super_105	569153	581496	2	0
C293	PF00722	super_158	644259	659537	2	0
C294	PF00722	super_21	159905	185540	3	0
C295	PF00724	super_611	3	12942	2	0
C296	PF00724	super_22	1741896	1761297	2	0
C297	PF00732	super_64	557602	571089	2	0
C298	PF00847	super_23	2281469	2289129	2	0
C299	PF00847	super_61	510144	516520	2	0
C300	PF00847	super_79	1209563	1228987	2	0
C301	PF00891	super_52	437298	450416	2	0
C302	PF00891	super_52	1327847	1334902	2	0
C303	PF00909	super_88	681406	703780	2	0
C304	PF00909	super_96	1130986	1148564	2	0
C305	PF00931	super_549	3013	17085	2	0
C306	PF00931	super_5	8276	25892	2	0
C307	PF00931	super_418	47670	76677	2	1
C308	PF00931	super_351	17690	24679	3	1
C309	PF00931	super_32	2063807	2088871	2	0
C310	PF00931	super_293	183651	206706	2	0
C311	PF00931	super_25	2601834	2631992	2	1
C312	PF00931	super_180	9965	20687	2	0
C313	PF00931	super_198	486913	510326	2	1
C314	PF00931	super_194	262627	280926	2	1
C315	PF00931	super_74	1366921	1388030	2	1
C316	PF00931	super_168	497024	538711	3	0
C317	PF00931	super_152	27332	44923	3	1
C318	PF00931	super_11	3148120	3162716	2	0
C319	PF00931	super_23	469946	485661	2	0
C320	PF00933	super_48	157569	170440	2	0
C321	PF00957	super_137	316150	324046	2	0
C322	PF00984	super_172	246830	265482	2	0
C323	PF01031	super_11	1677961	1710014	2	2
C324	PF01031	super_242	285398	308857	2	0
C325	PF01031	super_90	1261557	1284994	2	1
C326	PF01061	super_4	800191	826668	2	0
C327	PF01061	super_4	1162473	1189637	2	0
C328	PF01061	super_40	401531	427795	2	0
C329	PF01061	super_41	583749	638504	3	0
C330	PF01070	super_177	487227	499338	2	0
C331	PF01112	super_119	809668	833199	2	0
C332	PF01112	super_18	1467350	1472582	2	0
C333	PF01168	super_152	221312	242973	2	2
C334	PF01184	super_87	81153	95238	2	0
C335	PF01198	super_152	185111	199842	2	3
C336	PF01208	super_1	6598542	6623446	2	1
C337	PF01233	super_88	276360	280735	2	0
C338	PF01255	super_4	5318640	5337423	2	0
C339	PF01329	super_64	1641483	1645106	2	1
C340	PF01344	super_106	86288	100530	2	0
C341	PF01357	super_288	128093	145165	2	0
C342	PF01357	super_86	1292410	1300656	2	0
C343	PF01370	super_38	376536	431184	5	1
C344	PF01370	super_64	638146	646269	2	0
C345	PF01388	super_55	1308433	1332680	2	0
C346	PF01388	super_231	65074	75126	2	1
C347	PF01419	super_144	2215	27564	2	2
C348	PF01419	super_376	62490	89255	2	1
C349	PF01419	super_382	35817	49500	2	0
C350	PF01419	super_450	4495	17587	2	0
C351	PF01423	super_181	366850	418903	4	3
C352	PF01423	super_20	1546812	1552424	2	0
C353	PF01426	super_105	1049963	1086967	3	1
C354	PF01426	super_144	54603	74956	2	1
C355	PF01453	super_223	122869	128626	2	0
C356	PF01453	super_483	8370	12807	2	0
C357	PF01453	super_223	8757	12934	2	0
C358	PF01466	super_96	141183	157425	2	0
C359	PF01490	super_362	81118	118530	4	0
C360	PF01490	super_395	21518	49254	2	0
C361	PF01494	super_24	1429901	1477160	4	0
C362	PF01494	super_31	920362	934390	2	0
C363	PF01529	super_18	3025036	3046287	2	0
C364	PF01535	super_411	37804	62163	2	0
C365	PF01535	super_59	106719	119171	2	2
C366	PF01535	super_55	1632132	1635349	2	0
C367	PF01535	super_411	13	5303	2	0
C368	PF01535	super_55	547232	565666	2	2
C369	PF01535	super_242	271379	281493	2	0
C370	PF01535	super_26	2306136	2307910	2	0
C371	PF01535	super_15	276634	286562	2	1
C372	PF01535	super_0	4724093	4742146	2	1
C373	PF01545	super_279	71261	80649	2	0
C374	PF01554	super_24	1992307	2017874	2	0
C375	PF01556	super_24	1103125	1111727	2	0
C376	PF01556	super_97	1006791	1028546	2	0
C377	PF01565	super_63	381472	390713	2	0
C378	PF01578	super_234	16316	19192	2	0
C379	PF01582	super_265	94362	126287	2	1
C380	PF01582	super_74	1368230	1388030	2	0
C381	PF01582	super_265	31814	56348	2	1
C382	PF01643	super_65	1639602	1662276	2	0
C383	PF01676	super_137	311090	335995	2	2
C384	PF01680	super_305	72149	74800	2	0
C385	PF01698	super_70	1241953	1247492	2	0
C386	PF01704	super_30	1237258	1247200	2	1
C387	PF01734	super_110	393609	420139	2	0
C388	PF01734	super_110	484038	504506	2	0
C389	PF01738	super_141	60011	100470	4	0
C390	PF01780	super_16	2241357	2245563	2	0
C391	PF01915	super_48	157569	170440	2	0
C392	PF01926	super_39	731499	743546	2	0
C393	PF02115	super_29	1944118	1959853	2	0
C394	PF02115	super_131	7532	16346	2	0
C395	PF02136	super_21	2712639	2722339	2	0
C396	PF02212	super_11	1677961	1710014	2	2
C397	PF02212	super_242	285398	308857	2	0
C398	PF02212	super_90	1261557	1284994	2	1
C399	PF02458	super_3	2182487	2194623	2	0
C400	PF02469	super_36	118389	134373	2	0
C401	PF02469	super_65	631878	645246	2	0
C402	PF02485	super_173	228412	236940	2	0
C403	PF02496	super_89	655484	670432	2	0
C404	PF02496	super_227	8338	25769	2	0
C405	PF02496	super_21	31380	48087	2	0
C406	PF02496	super_15	723182	731136	2	0
C407	PF02496	super_15	646404	659222	2	2
C408	PF02496	super_119	402685	423661	3	0
C409	PF02496	super_119	363721	379910	2	0
C410	PF02496	super_119	185727	229367	4	0
C411	PF02496	super_15	683811	702036	2	0
C412	PF02507	super_6	555356	575334	2	1
C413	PF02519	super_0	6441072	6446864	2	0
C414	PF02519	super_12	1942681	1947613	2	0
C415	PF02519	super_243	9274	13359	2	0
C416	PF02668	super_226	164101	180612	2	0
C417	PF02701	super_54	314520	336301	2	0
C418	PF02701	super_29	1483538	1511107	2	0
C419	PF02701	super_240	180957	199598	2	0
C420	PF02798	super_163	89719	100405	2	1
C421	PF02798	super_5	3219610	3242459	2	0
C422	PF02798	super_5	3306142	3327626	3	0
C423	PF02798	super_51	264816	283373	2	0
C424	PF02798	super_513	12799	24786	2	0
C425	PF02798	super_56	1300820	1317794	2	0
C426	PF02798	super_76	803869	810145	2	0
C427	PF02799	super_88	276360	280735	2	0
C428	PF02874	super_92	739102	749498	2	0
C429	PF02984	super_156	629591	641178	2	2
C430	PF02992	super_30	289436	292379	2	0
C431	PF02992	super_14	2991453	3011875	2	3
C432	PF02992	super_0	7635976	7664884	2	3
C433	PF02992	super_139	3597	7056	2	0
C434	PF03016	super_44	2135991	2163530	2	1
C435	PF03018	super_314	33845	100904	7	0
C436	PF03018	super_314	121881	132083	2	0
C437	PF03055	super_16	3223631	3243538	3	1
C438	PF03080	super_39	13	13005	2	0
C439	PF03083	super_5	1125091	1127827	2	0
C440	PF03110	super_70	378294	408306	2	1
C441	PF03110	super_1	2006361	2022359	2	0
C442	PF03140	super_51	678176	695220	2	1
C443	PF03140	super_111	947448	997929	4	1
C444	PF03140	super_47	699613	713569	2	0
C445	PF03168	super_58	170426	177619	2	0
C446	PF03168	super_94	288601	309212	2	0
C447	PF03169	super_9	3133310	3137698	2	0
C448	PF03171	super_127	557399	575305	2	0
C449	PF03171	super_152	224838	245758	2	2
C450	PF03171	super_25	751392	772573	2	1
C451	PF03171	super_37	794762	803981	2	0
C452	PF03171	super_4	4249661	4264441	2	1
C453	PF03188	super_166	281409	303261	2	0
C454	PF03254	super_132	578192	587309	2	0
C455	PF03254	super_0	10452253	10461918	2	0
C456	PF03297	super_228	239254	270501	3	0
C457	PF03330	super_169	181482	193382	3	0
C458	PF03330	super_288	128093	145165	2	0
C459	PF03330	super_86	1292410	1300656	2	0
C460	PF03358	super_65	815091	832685	2	0
C461	PF03407	super_132	493773	508760	2	1
C462	PF03407	super_45	67256	79224	2	0
C463	PF03492	super_23	1843788	1863124	2	0
C464	PF03492	super_78	572306	610218	3	0
C465	PF03600	super_82	1173289	1180781	2	0
C466	PF03652	super_65	221146	236873	2	1
C467	PF03720	super_172	246830	265482	2	0
C468	PF03721	super_172	246830	265482	2	0
C469	PF03732	super_1	6710180	6719692	2	0
C470	PF03732	super_158	399022	412773	2	0
C471	PF03807	super_16	2405560	2433258	3	1
C472	PF03931	super_96	141183	157425	2	0
C473	PF03936	super_197	163712	187271	2	1
C474	PF03951	super_16	410972	429027	2	0
C475	PF03951	super_239	265269	283068	2	0
C476	PF03953	super_161	152943	165878	2	0
C477	PF03953	super_35	1459105	1487079	3	0
C478	PF03953	super_0	1641091	1664174	3	0
C479	PF03999	super_0	480922	500487	2	1
C480	PF04057	super_39	2167254	2175705	2	1
C481	PF04109	super_11	3674010	3695170	2	0
C482	PF04525	super_15	2284410	2287463	2	0
C483	PF04525	super_17	2136006	2157300	3	0
C484	PF04535	super_2	2337003	2358731	2	0
C485	PF04576	super_145	439698	465426	2	0
C486	PF04576	super_99	1015215	1031762	2	0
C487	PF04577	super_72	1436831	1461803	2	1
C488	PF04577	super_95	72291	80959	2	0
C489	PF04833	super_52	1767223	1786839	2	0
C490	PF04885	super_140	452057	487216	9	2
C491	PF05018	super_16	1817734	1825714	2	0
C492	PF05050	super_119	541137	556501	2	0
C493	PF05056	super_454	5542	11887	2	0
C494	PF05057	super_325	9510	20651	2	0
C495	PF05057	super_35	1567123	1594341	2	2
C496	PF05057	super_60	1294305	1310573	2	0
C497	PF05078	super_21	2116486	2122402	2	0
C498	PF05078	super_3	4241496	4255868	2	0
C499	PF05199	super_64	557602	571089	2	0
C500	PF05217	super_341	120053	134766	2	3
C501	PF05368	super_0	8823731	8837499	2	0
C502	PF05368	super_85	514436	526796	2	0
C503	PF05641	super_105	1049963	1086967	3	1
C504	PF05729	super_265	94362	126287	2	1
C505	PF05729	super_0	11057937	11083956	2	0
C506	PF05922	super_4	5421264	5435821	2	0
C507	PF05938	super_164	304435	315834	3	0
C508	PF05938	super_167	434725	455576	2	0
C509	PF05938	super_76	478154	483823	2	0
C510	PF05970	super_11	577665	579761	2	0
C511	PF05970	super_131	752423	754825	2	0
C512	PF05970	super_161	528005	531855	2	0
C513	PF05970	super_174	479878	483064	2	0
C514	PF05970	super_182	522051	528326	2	0
C515	PF05970	super_29	1903295	1908396	2	0
C516	PF05970	super_35	204911	209274	2	0
C517	PF05970	super_95	460574	462721	2	0
C518	PF06351	super_293	135921	164701	3	0
C519	PF06415	super_137	311090	335995	2	2
C520	PF06749	super_180	312196	328609	2	1
C521	PF06760	super_57	1641560	1663672	2	0
C522	PF06813	super_104	600351	625689	2	1
C523	PF06955	super_105	569153	581496	2	0
C524	PF06955	super_158	644259	659537	2	0
C525	PF06955	super_21	159905	185540	3	0
C526	PF07004	super_236	245193	249969	2	0
C527	PF07058	super_94	977049	996147	2	0
C528	PF07250	super_135	535840	553547	2	0
C529	PF07367	super_271	60387	68554	2	0
C530	PF07367	super_151	725750	734668	2	0
C531	PF07690	super_28	2290892	2306510	2	1
C532	PF07690	super_4	3810000	3824326	2	0
C533	PF07707	super_1	641153	666730	2	4
C534	PF07714	super_322	143231	160656	2	0
C535	PF07714	super_23	1715874	1729669	3	1
C536	PF07714	super_26	2188550	2213429	2	1
C537	PF07714	super_266	112262	131177	2	1
C538	PF07714	super_300	162861	170751	2	0
C539	PF07714	super_31	1901804	1910862	2	0
C540	PF07714	super_34	374730	399566	2	1
C541	PF07714	super_67	65507	80051	2	1
C542	PF07714	super_44	2157312	2175959	2	1
C543	PF07714	super_481	1537	17187	2	0
C544	PF07714	super_57	1641560	1663672	2	0
C545	PF07714	super_63	1544823	1567330	2	2
C546	PF07714	super_225	319338	344997	3	0
C547	PF07714	super_87	775566	820208	2	0
C548	PF07714	super_43	1371202	1403063	2	0
C549	PF07714	super_224	71745	98059	2	0
C550	PF07714	super_103	389309	412963	3	2
C551	PF07714	super_191	474328	528598	4	0
C552	PF07714	super_0	354667	383166	2	1
C553	PF07714	super_10	61122	82141	2	0
C554	PF07714	super_101	784419	809725	2	0
C555	PF07714	super_101	1101773	1135074	3	2
C556	PF07714	super_103	320406	368365	4	0
C557	PF07714	super_137	151204	160936	2	0
C558	PF07714	super_12	2454202	2481543	2	0
C559	PF07714	super_146	435684	463422	2	2
C560	PF07714	super_146	541280	554270	3	0
C561	PF07714	super_152	148671	167227	3	0
C562	PF07714	super_152	187900	195990	2	1
C563	PF07714	super_181	460324	478436	2	0
C564	PF07714	super_141	658445	674517	2	0
C565	PF07714	super_20	2904100	2906030	2	0
C566	PF07727	super_3	3637807	3665478	3	0
C567	PF07727	super_34	2472832	2493516	2	1
C568	PF07727	super_241	95809	105154	2	0
C569	PF07727	super_114	822564	845661	2	1
C570	PF07727	super_107	97377	126934	2	1
C571	PF07727	super_118	878116	898960	2	1
C572	PF07731	super_120	81166	107816	2	0
C573	PF07883	super_8	2049116	2082194	5	1
C574	PF07883	super_8	1993048	2013945	3	0
C575	PF07883	super_62	11944	15917	2	0
C576	PF07883	super_6	1067384	1083165	3	0
C577	PF07883	super_563	552	8568	2	0
C578	PF07883	super_26	1761426	1777655	2	0
C579	PF07883	super_236	138780	145792	2	0
C580	PF07883	super_181	532907	552002	3	0
C581	PF07883	super_176	566101	589494	4	1
C582	PF07883	super_27	774841	799305	3	0
C583	PF07887	super_77	190641	295626	6	0
C584	PF08100	super_52	437298	450416	2	0
C585	PF08100	super_52	1327847	1334902	2	0
C586	PF08238	super_191	497877	528598	3	0
C587	PF08240	super_25	2817187	2824060	2	0
C588	PF08240	super_70	733645	786348	7	1
C589	PF08240	super_11	151257	168829	2	1
C590	PF08240	super_140	354068	376109	2	0
C591	PF08244	super_31	634086	660737	2	0
C592	PF08263	super_148	681452	703330	2	1
C593	PF08263	super_180	572344	578553	2	0
C594	PF08263	super_245	184427	221487	2	0
C595	PF08263	super_245	258125	284497	2	0
C596	PF08263	super_43	359437	366442	2	0
C597	PF08263	super_66	296959	302939	2	0
C598	PF08370	super_40	401531	427795	2	0
C599	PF08370	super_41	583749	638504	3	0
C600	PF08417	super_281	211818	244943	3	1
C601	PF08423	super_146	220150	226178	2	0
C602	PF08450	super_40	111108	148183	3	4
C603	PF08477	super_20	2996733	3008879	2	0
C604	PF08513	super_40	1187873	1204332	2	1
C605	PF08627	super_293	37159	45020	2	0
C606	PF08659	super_22	316282	336265	2	0
C607	PF08881	super_207	22125	41763	2	0
C608	PF08881	super_207	95996	133011	6	0
C609	PF09118	super_135	535840	553547	2	0
C610	PF09265	super_2	864183	868201	2	0
C611	PF09337	super_5	82169	94437	2	0
C612	PF09337	super_337	17453	29968	2	0
C613	PF09337	super_304	77750	97988	2	0
C614	PF09337	super_160	357055	369309	2	0
