cluster_id	category	chr	start	end	n_features	n_bystanders
C286	PF00190	super_109	361615	391018	2	1
C287	PF00190	super_176	571957	611703	2	5
C288	PF00195	super_31	1592519	1632270	2	0
C289	PF00195	super_51	500975	534546	2	1
C290	PF00195	super_57	809967	854667	2	2
C291	PF00201	super_19	447029	478700	4	1
C292	PF00201	super_101	816654	918556	3	4
C293	PF00201	super_112	541471	561754	2	0
C294	PF00201	super_16	3630306	3672864	3	0
C295	PF00201	super_168	352065	376737	2	0
C296	PF00221	super_15	1755908	1795908	2	2
C297	PF00224	super_73	726217	794085	2	2
C298	PF00225	super_2	12814	115621	2	5
C299	PF00225	super_99	708788	741676	2	2
C300	PF00226	super_118	35981	96901	2	5
C301	PF00226	super_19	3203127	3264173	2	3
C302	PF00226	super_24	1077062	1111727	3	1
C303	PF00226	super_6	2851661	2860884	2	0
C304	PF00226	super_63	408831	494433	2	6
C305	PF00226	super_97	1006791	1028546	2	0
C306	PF00227	super_13	3586926	3599925	2	0
C307	PF00227	super_169	506564	509574	2	1
C308	PF00230	super_261	246023	262170	2	0
C309	PF00240	super_0	2553233	2562280	2	1
C310	PF00240	super_0	9291823	9308792	2	0
C311	PF00244	super_19	2218954	2292228	2	3
C312	PF00244	super_53	274015	361301	3	3
C313	PF00248	super_163	10368	42493	2	2
C314	PF00248	super_206	9502	167912	13	15
C315	PF00248	super_55	1005920	1054942	3	1
C316	PF00248	super_87	445444	461930	2	0
C317	PF00249	super_88	1288531	1350611	2	6
C318	PF00249	super_78	880642	946957	2	2
C319	PF00249	super_67	317223	418499	2	8
C320	PF00249	super_6	3956856	3982149	2	1
C321	PF00249	super_4	3488738	3519649	2	0
C322	PF00249	super_140	536327	564569	2	0
C323	PF00249	super_173	291588	316892	2	1
C324	PF00249	super_167	29239	93732	2	3
C325	PF00249	super_9	3256429	3356214	2	3
C326	PF00249	super_1	3740217	3804964	2	4
C327	PF00249	super_2	2495450	2520757	2	0
C328	PF00251	super_67	450978	489923	2	0
C329	PF00251	super_73	162406	270065	3	2
C330	PF00251	super_31	634086	685066	3	0
C331	PF00264	super_48	1803331	1837922	2	2
C332	PF00270	super_13	2344492	2356348	2	0
C333	PF00270	super_16	123746	165308	2	0
C334	PF00270	super_22	1717090	1728804	2	0
C335	PF00271	super_13	906320	1008402	2	9
C336	PF00271	super_13	2344492	2356348	2	0
C337	PF00271	super_16	123746	165308	2	0
C338	PF00271	super_180	194362	291623	2	2
C339	PF00271	super_22	1717090	1728804	2	0
C340	PF00274	super_125	597592	626039	2	3
C341	PF00291	super_7	2660266	2668968	2	0
C342	PF00291	super_287	133576	251967	3	3
C343	PF00305	super_216	305098	322940	2	1
C344	PF00305	super_81	495065	542649	2	1
C345	PF00313	super_25	10765	31068	2	2
C346	PF00314	super_140	117686	168840	2	0
C347	PF00314	super_188	96249	118908	2	0
C348	PF00314	super_261	4555	54368	2	2
C349	PF00314	super_431	3141	51410	2	1
C350	PF00319	super_96	639787	711731	2	4
C351	PF00332	super_172	330526	376765	3	0
C352	PF00350	super_242	285398	308857	2	0
C353	PF00350	super_90	1261557	1284994	2	1
C354	PF00350	super_11	1677961	1710014	2	2
C355	PF00355	super_281	167595	244943	3	6
C356	PF00361	super_206	13502	118624	3	10
C357	PF00361	super_359	72381	77085	2	0
C358	PF00385	super_57	1619584	1685388	2	5
C359	PF00385	super_50	1525249	1579908	2	1
C360	PF00385	super_5	82169	94437	2	0
C361	PF00385	super_369	12614	66106	2	3
C362	PF00385	super_337	27380	129591	3	4
C363	PF00385	super_158	399022	456083	2	2
C364	PF00385	super_15	843855	884885	2	4
C365	PF00385	super_140	231406	323183	2	5
C366	PF00385	super_10	2499581	2507305	2	0
C367	PF00385	super_24	1329137	1344548	2	0
C368	PF00400	super_51	774546	812900	2	3
C369	PF00400	super_80	1214802	1314189	2	6
C370	PF00400	super_6	3525200	3555817	2	2
C371	PF00400	super_56	1483633	1497429	2	0
C372	PF00400	super_54	457644	561677	2	7
C373	PF00400	super_4	5105093	5185244	2	7
C374	PF00400	super_377	21378	66798	2	3
C375	PF00400	super_181	1913	101303	3	9
C376	PF00400	super_124	382220	393491	2	0
C377	PF00400	super_121	598734	703964	2	11
C378	PF00400	super_0	10530382	10588179	2	2
C379	PF00400	super_0	8157936	8177081	2	2
C380	PF00400	super_4	1842876	1897028	2	6
C381	PF00403	super_218	238199	249103	2	1
C382	PF00403	super_7	4598361	4769403	4	8
C383	PF00403	super_60	1460193	1475923	2	0
C384	PF00403	super_6	5115257	5192402	3	0
C385	PF00403	super_31	2061280	2153928	4	0
C386	PF00403	super_119	392651	399332	2	0
C387	PF00403	super_8	3030748	3141516	4	1
C388	PF00403	super_10	4199613	4219300	2	2
C389	PF00403	super_10	3610097	3906727	9	3
C390	PF00403	super_251	162336	217400	3	3
C391	PF00403	super_9	1765185	1780328	2	0
C392	PF00407	super_327	20716	30553	2	0
C393	PF00407	super_3	709930	772468	4	0
C394	PF00407	super_34	1187880	1193940	2	0
C395	PF00407	super_10	937572	1090088	6	8
C396	PF00407	super_3	4388	17304	2	0
C397	PF00407	super_671	4	8161	2	0
C398	PF00450	super_7	289437	319628	2	0
C399	PF00462	super_122	365554	413779	3	0
C400	PF00462	super_52	807740	859792	2	0
C401	PF00462	super_93	507751	550563	2	0
C402	PF00464	super_3	2398497	2416087	2	1
C403	PF00467	super_85	213095	307421	2	6
C404	PF00481	super_322	143231	160656	2	0
C405	PF00481	super_67	1737	80051	6	3
C406	PF00487	super_27	163882	182557	2	0
C407	PF00501	super_78	207910	231694	2	0
C408	PF00501	super_20	646099	730020	2	9
C409	PF00501	super_179	469266	561612	2	6
C410	PF00504	super_294	197564	207753	2	0
C411	PF00504	super_38	1440101	1449374	2	0
C412	PF00504	super_64	296556	301498	2	0
C413	PF00504	super_83	774359	788799	2	0
C414	PF00505	super_231	65074	75126	2	1
C415	PF00505	super_55	1308433	1332680	2	0
C416	PF00507	super_9	4557047	4561220	2	0
C417	PF00514	super_26	2188550	2239722	3	1
C418	PF00515	super_77	1347309	1395005	2	1
C419	PF00515	super_46	82439	101146	2	0
C420	PF00533	super_150	231261	276175	2	2
C421	PF00534	super_9	281827	368568	2	6
C422	PF00538	super_11	1584235	1675145	2	2
C423	PF00538	super_167	488328	536215	4	0
C424	PF00538	super_192	370505	394405	3	0
C425	PF00544	super_5	3348131	3369476	2	0
C426	PF00550	super_10	1220541	1227141	2	2
C427	PF00557	super_240	254989	289726	2	2
C428	PF00560	super_43	327813	366442	2	5
C429	PF00560	super_40	2287280	2376819	2	4
C430	PF00560	super_293	183651	206706	2	0
C431	PF00560	super_283	15240	39031	2	0
C432	PF00560	super_148	681452	732067	2	4
C433	PF00560	super_17	1125494	1171110	2	0
C434	PF00560	super_11	2340319	2371552	2	0
C435	PF00560	super_189	137108	149792	2	0
C436	PF00561	super_42	712686	783050	2	3
C437	PF00561	super_147	232469	325457	2	5
C438	PF00565	super_115	945460	962139	2	0
C439	PF00571	super_156	416929	451438	2	3
C440	PF00574	super_136	737680	801268	2	3
C441	PF00575	super_180	194362	291623	2	2
C442	PF00578	super_118	68958	129040	2	4
C443	PF00583	super_56	303032	313220	2	0
C444	PF00588	super_416	21	72316	2	1
C445	PF00622	super_32	836203	912549	2	1
C446	PF00628	super_134	501860	584409	2	4
C447	PF00638	super_5	3910127	3979432	2	2
C448	PF00641	super_28	1336153	1345364	2	2
C449	PF00651	super_1	641153	666730	2	4
C450	PF00657	super_221	384182	392488	2	0
C451	PF00657	super_5	3419568	3477506	3	3
C452	PF00657	super_7	3080573	3089290	2	1
C453	PF00657	super_83	195882	267537	4	2
C454	PF00665	super_3	3627943	3665478	4	0
C455	PF00665	super_302	211037	217845	2	0
C456	PF00665	super_319	1149	63078	2	1
C457	PF00665	super_34	2472832	2493516	3	0
C458	PF00665	super_391	531	28510	2	1
C459	PF00665	super_61	1797887	1809815	3	0
C460	PF00665	super_5	82169	94437	2	0
C461	PF00665	super_567	3185	18812	2	1
C462	PF00665	super_58	1376242	1467271	2	4
C463	PF00665	super_282	8497	86386	4	4
C464	PF00665	super_73	1045489	1055416	2	0
C465	PF00665	super_463	40943	50233	2	0
C466	PF00665	super_241	95809	144510	5	0
C467	PF00665	super_188	197305	209441	2	1
C468	PF00665	super_107	121730	138752	2	1
C469	PF00665	super_160	357055	369309	2	0
C470	PF00665	super_147	453530	486918	2	1
C471	PF00665	super_143	225798	317734	2	4
C472	PF00665	super_139	749355	825022	2	3
C473	PF00665	super_118	878116	928325	3	2
C474	PF00665	super_114	1005712	1011753	2	0
C475	PF00665	super_114	822564	845661	3	0
C476	PF00665	super_21	734854	746341	2	0
C477	PF00665	super_10	2499581	2509691	2	1
C478	PF00665	super_1	6710180	6719692	2	0
C479	PF00665	super_1	5452786	5483933	3	2
C480	PF00684	super_24	1077062	1111727	3	1
C481	PF00684	super_97	1006791	1028546	2	0
C482	PF00689	super_74	973999	1021040	2	0
C483	PF00690	super_74	973999	1021040	2	0
C484	PF00702	super_74	973999	1021040	2	0
C485	PF00704	super_97	1166240	1180758	2	0
C486	PF00704	super_134	871621	878382	2	0
C487	PF00722	super_105	569153	581496	2	0
C488	PF00722	super_158	644259	659537	2	0
C489	PF00722	super_21	86790	185540	4	2
C490	PF00722	super_251	28627	88580	2	1
C491	PF00722	super_7	2907628	2918535	2	0
C492	PF00722	super_92	414770	442940	2	0
C493	PF00724	super_611	3	12942	2	0
C494	PF00724	super_3	4706735	4736999	2	0
C495	PF00724	super_2	5488749	5524796	2	2
C496	PF00724	super_22	1741896	1796240	3	4
C497	PF00732	super_64	557602	571089	2	0
C498	PF00733	super_185	336108	373490	2	0
C499	PF00795	super_20	3185170	3223952	2	1
C500	PF00808	super_164	607761	636149	2	0
C501	PF00847	super_43	1754900	1838134	2	7
C502	PF00847	super_79	1169867	1228987	3	0
C503	PF00847	super_24	1820777	1947168	3	1
C504	PF00847	super_61	510144	516520	2	0
C505	PF00847	super_21	1689914	1733434	2	3
C506	PF00847	super_23	2281469	2289129	2	0
C507	PF00847	super_20	206550	236736	2	4
C508	PF00860	super_13	1385623	1478067	2	3
C509	PF00891	super_354	65095	105810	2	2
C510	PF00891	super_52	437298	450416	2	0
C511	PF00891	super_52	1271603	1334902	4	4
C512	PF00891	super_93	223959	249927	2	0
C513	PF00892	super_125	735757	772843	2	0
C514	PF00892	super_267	78462	113501	2	0
C515	PF00900	super_85	213095	307421	2	6
C516	PF00909	super_88	681406	703780	2	0
C517	PF00909	super_96	1130986	1148564	2	0
C518	PF00926	super_91	412068	486726	2	2
C519	PF00929	super_9	1652385	1686592	2	2
C520	PF00931	super_351	17690	24679	3	1
C521	PF00931	super_39	2060381	2096052	2	3
C522	PF00931	super_417	45031	76604	2	1
C523	PF00931	super_4	3577411	3638372	2	0
C524	PF00931	super_35	1504921	1594341	2	3
C525	PF00931	super_418	18735	76677	3	3
C526	PF00931	super_23	469946	485661	2	0
C527	PF00931	super_5	1476369	1545939	2	6
C528	PF00931	super_549	3013	17085	2	0
C529	PF00931	super_74	1366921	1388030	2	1
C530	PF00931	super_79	22285	103811	2	6
C531	PF00931	super_91	659562	734234	2	9
C532	PF00931	super_98	287771	330631	2	0
C533	PF00931	super_341	7528	51601	2	4
C534	PF00931	super_5	8276	25892	2	0
C535	PF00931	super_32	2063807	2088871	2	0
C536	PF00931	super_21	2274769	2334316	2	2
C537	PF00931	super_280	182549	249404	2	3
C538	PF00931	super_11	3148120	3162716	2	0
C539	PF00931	super_12	3788203	3877019	2	3
C540	PF00931	super_136	16168	87330	3	2
C541	PF00931	super_152	27332	104240	4	5
C542	PF00931	super_168	497024	538711	3	0
C543	PF00931	super_180	9965	20687	2	0
C544	PF00931	super_15	1628106	1698946	2	2
C545	PF00931	super_198	486913	510326	2	1
C546	PF00931	super_293	183651	206706	2	0
C547	PF00931	super_230	22931	60272	2	0
C548	PF00931	super_25	2601834	2788364	4	10
C549	PF00931	super_264	148	140827	4	9
C550	PF00931	super_194	262627	280926	2	1
C551	PF00933	super_48	157569	170440	2	0
C552	PF00954	super_27	1626613	1685254	2	0
C553	PF00954	super_7	3166073	3208684	2	1
C554	PF00957	super_137	316150	324046	2	0
C555	PF00984	super_172	246830	265482	2	0
C556	PF01031	super_90	1261557	1284994	2	1
C557	PF01031	super_242	285398	308857	2	0
C558	PF01031	super_167	277558	381857	2	6
C559	PF01031	super_11	1677961	1710014	2	2
C560	PF01061	super_34	2173621	2287699	2	4
C561	PF01061	super_4	800191	826668	2	0
C562	PF01061	super_4	1162473	1189637	2	0
C563	PF01061	super_40	401531	427795	2	0
C564	PF01061	super_41	583749	638504	3	0
C565	PF01070	super_177	487227	499338	2	0
C566	PF01073	super_120	260543	298295	2	1
C567	PF01095	super_7	517436	606334	2	1
C568	PF01095	super_64	924587	964776	2	1
C569	PF01103	super_125	826743	874349	2	0
C570	PF01112	super_119	809668	833199	2	0
C571	PF01112	super_18	1467350	1472582	2	0
C572	PF01157	super_102	633720	718990	2	10
C573	PF01161	super_43	822798	862556	2	0
C574	PF01168	super_152	221312	242973	2	2
C575	PF01184	super_87	81153	157406	3	1
C576	PF01198	super_152	185111	199842	2	3
C577	PF01208	super_1	6598542	6623446	2	1
C578	PF01233	super_88	276360	280735	2	0
C579	PF01255	super_4	5318640	5337423	2	0
C580	PF01329	super_64	1641483	1645106	2	1
C581	PF01336	super_30	1553381	1607206	2	2
C582	PF01344	super_106	86288	100530	2	0
C583	PF01344	super_14	3658031	3684603	2	0
C584	PF01357	super_0	7934470	8077144	3	4
C585	PF01357	super_288	103711	145165	3	1
C586	PF01357	super_5	4164155	4194240	2	0
C587	PF01357	super_86	1246891	1326837	4	0
C588	PF01370	super_69	130817	225768	2	4
C589	PF01370	super_64	638146	646269	2	0
C590	PF01370	super_130	172720	201812	2	2
C591	PF01370	super_12	835381	894495	2	2
C592	PF01370	super_38	332799	431184	6	5
C593	PF01388	super_231	65074	75126	2	1
C594	PF01388	super_55	1308433	1332680	2	0
C595	PF01397	super_136	830109	868275	2	1
C596	PF01406	super_216	13620	74269	2	2
C597	PF01419	super_450	4495	17587	2	0
C598	PF01419	super_382	35817	49500	2	0
C599	PF01419	super_42	1996586	2040590	2	0
C600	PF01419	super_144	2215	60982	3	3
C601	PF01419	super_105	1062069	1132588	3	3
C602	PF01419	super_376	62490	89255	2	1
C603	PF01423	super_126	898905	930625	2	2
C604	PF01423	super_181	366850	445148	5	4
C605	PF01423	super_20	1546812	1552424	2	0
C606	PF01426	super_105	1049963	1086967	3	1
C607	PF01426	super_144	17356	74956	3	3
C608	PF01426	super_382	589	96883	2	9
C609	PF01453	super_7	3166073	3208684	2	1
C610	PF01453	super_483	8370	12807	2	0
C611	PF01453	super_340	45113	143211	3	3
C612	PF01453	super_27	1626613	1685254	2	0
C613	PF01453	super_207	196146	238219	2	1
