category	n_clusters	n_ft	n_bs	max_ft	max_bs	min_ft	min_bs
PF14770	1	3	5	3	5	3	5
PF15474	1	2	2	2	2	2	2
PF15491	2	4	4	2	4	2	0
PF15801	1	2	2	2	2	2	2
PF16095	9	21	16	3	6	2	0
PF16123	1	3	2	3	2	3	2
PF16656	1	2	7	2	7	2	7
PF16879	1	2	6	2	6	2	6
PF16884	2	4	3	2	3	2	0
PF16916	1	2	0	2	0	2	0
PF16953	1	2	1	2	1	2	1
