category	n_clusters	n_ft	n_bs	max_ft	max_bs	min_ft	min_bs
PF08295	1	2	6	2	6	2	6
PF08370	3	7	7	3	7	2	0
PF08417	1	4	5	4	5	4	5
PF08423	1	2	0	2	0	2	0
PF08450	1	3	4	3	4	3	4
PF08477	2	4	5	2	5	2	0
PF08513	1	2	1	2	1	2	1
PF08541	1	2	0	2	0	2	0
PF08627	1	2	0	2	0	2	0
PF08659	2	5	3	3	2	2	1
PF08881	2	10	1	8	1	2	0
PF08911	1	2	2	2	2	2	2
PF09118	5	11	9	3	8	2	0
PF09173	1	2	2	2	2	2	2
PF09265	1	2	0	2	0	2	0
PF09337	8	17	16	3	9	2	0
PF10017	1	3	14	3	14	3	14
PF10067	1	4	0	4	0	4	0
PF10235	1	2	1	2	1	2	1
PF10237	1	3	5	3	5	3	5
PF10294	1	2	10	2	10	2	10
PF11145	2	5	0	3	0	2	0
PF11721	1	2	4	2	4	2	4
PF11937	1	2	0	2	0	2	0
PF11960	1	2	0	2	0	2	0
PF12142	1	2	2	2	2	2	2
PF12143	1	2	2	2	2	2	2
PF12296	1	2	0	2	0	2	0
PF12348	1	2	0	2	0	2	0
PF12457	1	2	2	2	2	2	2
PF12481	1	2	0	2	0	2	0
PF12515	1	2	0	2	0	2	0
PF12695	4	9	18	3	9	2	1
PF12697	3	6	8	2	5	2	0
PF12796	16	45	38	6	16	2	0
PF12799	3	6	5	2	4	2	0
PF12819	16	34	30	3	6	2	0
PF12899	1	2	3	2	3	2	3
PF12937	2	4	2	2	1	2	1
PF13041	36	87	326	4	30	2	0
PF13086	1	2	0	2	0	2	0
PF13087	1	2	0	2	0	2	0
PF13091	1	3	4	3	4	3	4
PF13129	1	3	1	3	1	3	1
PF13193	2	4	9	2	9	2	0
PF13202	1	2	3	2	3	2	3
PF13347	1	2	0	2	0	2	0
PF13359	1	2	6	2	6	2	6
PF13360	2	5	2	3	2	2	0
PF13371	7	17	4	4	3	2	0
PF13409	1	2	0	2	0	2	0
PF13410	2	5	2	3	2	2	0
PF13414	7	16	71	3	24	2	0
PF13417	2	4	4	2	3	2	1
PF13419	1	2	4	2	4	2	4
PF13450	1	2	6	2	6	2	6
PF13489	1	3	7	3	7	3	7
PF13499	7	14	31	2	10	2	1
PF13528	1	2	10	2	10	2	10
PF13561	8	25	34	9	13	2	0
PF13579	1	2	11	2	11	2	11
PF13630	1	2	1	2	1	2	1
PF13632	2	4	3	2	3	2	0
PF13637	2	5	8	3	5	2	3
PF13639	9	19	85	3	25	2	0
PF13650	2	4	0	2	0	2	0
PF13668	2	4	0	2	0	2	0
PF13672	3	6	0	2	0	2	0
PF13676	1	2	0	2	0	2	0
PF13774	1	2	0	2	0	2	0
PF13812	1	2	16	2	16	2	16
PF13833	1	2	0	2	0	2	0
PF13837	6	12	36	2	15	2	0
PF13839	1	2	1	2	1	2	1
PF13848	1	2	17	2	17	2	17
PF13855	21	49	132	6	21	2	0
PF13857	4	8	8	2	5	2	0
PF13911	1	2	0	2	0	2	0
PF13920	5	10	36	2	12	2	1
PF13947	1	2	1	2	1	2	1
PF13952	2	6	14	4	10	2	4
PF13960	11	23	80	3	31	2	2
PF13961	8	19	8	3	4	2	0
PF13962	12	31	12	5	3	2	0
PF13976	20	60	59	7	19	2	0
PF14009	3	6	0	2	0	2	0
PF14144	1	3	1	3	1	3	1
PF14214	17	35	174	3	22	2	0
PF14223	8	16	9	2	3	2	0
PF14226	7	16	14	3	7	2	0
PF14227	28	89	41	7	6	2	0
PF14244	1	2	0	2	0	2	0
PF14309	1	2	3	2	3	2	3
PF14363	1	2	11	2	11	2	11
PF14368	3	9	2	5	1	2	0
PF14379	3	6	3	2	2	2	0
PF14383	1	2	3	2	3	2	3
PF14389	2	5	19	3	15	2	4
PF14416	1	2	1	2	1	2	1
PF14432	17	42	134	4	21	2	0
PF14476	2	12	20	8	10	4	10
PF14497	1	3	8	3	8	3	8
PF14510	3	7	7	3	7	2	0
PF14531	1	2	5	2	5	2	5
PF14541	1	3	4	3	4	3	4
PF14580	1	2	7	2	7	2	7
PF14714	1	2	3	2	3	2	3
PF14770	1	3	5	3	5	3	5
PF15474	1	2	2	2	2	2	2
PF15491	3	6	15	2	11	2	0
PF15801	1	2	2	2	2	2	2
PF16095	9	24	47	5	13	2	0
PF16123	1	3	2	3	2	3	2
PF16656	1	2	7	2	7	2	7
PF16879	1	2	6	2	6	2	6
PF16884	2	4	3	2	3	2	0
PF16916	1	2	0	2	0	2	0
PF16953	1	2	1	2	1	2	1
