cluster_id	category	chr	start	end	n_features	n_bystanders
C254	PF00076	super_28	1336153	1345364	2	2
C255	PF00076	super_26	1579792	2077883	3	35
C256	PF00076	super_2	2905829	3114859	4	14
C257	PF00076	super_0	1578760	1821345	2	18
C258	PF00076	super_1	324144	716909	2	29
C259	PF00076	super_106	272232	621910	2	20
C260	PF00076	super_126	350822	788199	4	33
C261	PF00076	super_13	928242	1110371	2	14
C262	PF00076	super_1	4201251	4225006	2	1
C263	PF00076	super_148	165462	551161	2	17
C264	PF00076	super_15	959569	1143341	2	10
C265	PF00076	super_161	146066	649548	2	34
C266	PF00076	super_162	187478	528985	3	25
C267	PF00076	super_145	24978	120293	2	7
C268	PF00078	super_337	17453	61815	3	2
C269	PF00078	super_22	365928	839540	3	37
C270	PF00078	super_227	267397	341916	2	6
C271	PF00078	super_27	711170	772476	2	3
C272	PF00078	super_278	16505	46936	2	0
C273	PF00078	super_29	960670	1107818	2	13
C274	PF00078	super_304	77750	190689	3	3
C275	PF00078	super_5	82169	255293	3	9
C276	PF00078	super_8	3010768	3101673	2	2
C277	PF00078	super_57	1619584	1685388	2	5
C278	PF00078	super_62	906669	1186973	2	22
C279	PF00078	super_73	1050953	1422561	2	24
C280	PF00078	super_8	1942322	1957574	2	0
C281	PF00078	super_21	2003502	2443198	2	31
C282	PF00078	super_9	1328056	1338860	2	0
C283	PF00078	super_93	330146	486782	2	12
C284	PF00078	super_98	180363	437048	2	19
C285	PF00078	super_50	1294774	1579908	3	11
C286	PF00078	super_192	43112	199731	2	9
C287	PF00078	super_319	1149	63078	2	1
C288	PF00078	super_188	224231	279927	2	3
C289	PF00078	super_1	6710180	6719692	2	0
C290	PF00078	super_10	2495182	2507305	3	0
C291	PF00078	super_103	685711	1112120	2	32
C292	PF00078	super_122	10235	271387	2	5
C293	PF00078	super_125	41986	527362	2	36
C294	PF00078	super_131	371117	812157	3	30
C295	PF00078	super_132	298139	409640	2	5
C296	PF00078	super_14	1858794	2078743	2	13
C297	PF00078	super_137	68273	566834	2	36
C298	PF00078	super_140	201535	235725	2	3
C299	PF00078	super_143	222173	317734	2	5
C300	PF00078	super_15	843855	884885	2	4
C301	PF00078	super_155	9242	36257	2	0
C302	PF00078	super_16	1308982	1426883	2	8
C303	PF00078	super_160	357055	369309	2	0
C304	PF00078	super_186	152201	495239	4	5
C305	PF00078	super_14	3034044	3404138	2	26
C306	PF00078	super_19	2810796	2822574	2	0
C307	PF00081	super_12	3775365	3813768	2	1
C308	PF00082	super_4	5421264	5435821	2	0
C309	PF00085	super_3	2963017	3150877	2	17
C310	PF00085	super_47	1489043	1905902	2	36
C311	PF00085	super_36	1352735	2175804	3	61
C312	PF00085	super_15	1701057	1922999	2	17
C313	PF00085	super_126	298395	374769	2	6
C314	PF00085	super_113	886623	1077950	2	9
C315	PF00085	super_233	19341	158918	2	10
C316	PF00091	super_0	1641091	1664174	3	0
C317	PF00091	super_161	152943	165878	2	0
C318	PF00091	super_35	1459105	1487079	3	0
C319	PF00097	super_307	173283	180197	2	0
C320	PF00098	super_27	57378	560615	2	39
C321	PF00098	super_282	39418	86386	3	3
C322	PF00098	super_3	2622637	2639584	2	1
C323	PF00098	super_3	3661461	3748750	2	4
C324	PF00098	super_34	2472832	2508611	3	1
C325	PF00098	super_386	87227	94679	2	0
C326	PF00098	super_39	1769348	2171774	2	31
C327	PF00098	super_62	906669	1183490	2	21
C328	PF00098	super_61	1801678	1809815	2	0
C329	PF00098	super_65	1061497	1358896	2	26
C330	PF00098	super_73	1045489	1422561	3	24
C331	PF00098	super_8	3627402	3772638	2	12
C332	PF00098	super_93	145691	486782	2	28
C333	PF00098	super_25	2554490	2762935	2	12
C334	PF00098	super_391	531	12922	2	0
C335	PF00098	super_25	10765	31068	2	2
C336	PF00098	super_1	6710180	6719692	2	0
C337	PF00098	super_23	1513701	1763443	2	19
C338	PF00098	super_241	101778	177994	4	3
C339	PF00098	super_107	113692	138752	2	2
C340	PF00098	super_118	878116	898960	2	1
C341	PF00098	super_119	663522	866621	3	10
C342	PF00098	super_13	439913	536277	2	2
C343	PF00098	super_147	453530	490469	3	1
C344	PF00098	super_132	403074	469842	2	2
C345	PF00098	super_175	7247	23887	2	1
C346	PF00098	super_185	1143	35899	5	1
C347	PF00098	super_188	203741	209441	2	0
C348	PF00098	super_19	2810796	2822574	2	0
C349	PF00098	super_205	208651	214157	2	0
C350	PF00098	super_22	365928	839540	2	38
C351	PF00098	super_158	346315	412773	3	3
C352	PF00106	super_2	4696018	4705294	2	0
C353	PF00106	super_591	2	15588	2	1
C354	PF00107	super_140	354068	376109	2	0
C355	PF00107	super_25	2817187	2824060	2	0
C356	PF00107	super_133	8096	105882	2	3
C357	PF00107	super_70	733645	786348	7	1
C358	PF00107	super_11	151257	168829	3	0
C359	PF00107	super_0	7023023	7058337	2	0
C360	PF00107	super_112	426770	479465	2	0
C361	PF00112	super_47	345444	433039	2	9
C362	PF00118	super_156	355560	431009	2	9
C363	PF00119	super_9	4517531	4539556	2	3
C364	PF00120	super_16	410972	429027	2	0
C365	PF00120	super_239	265269	283068	2	0
C366	PF00122	super_125	233314	586943	2	29
C367	PF00122	super_59	608960	870007	2	21
C368	PF00122	super_74	973999	1021040	2	0
C369	PF00125	super_297	81659	85353	2	0
C370	PF00134	super_38	1073942	1406992	2	15
C371	PF00134	super_156	629591	641178	2	2
C372	PF00139	super_126	887529	956722	3	5
C373	PF00139	super_181	374849	460251	4	5
C374	PF00139	super_210	193503	493758	9	1
C375	PF00139	super_311	5447	80828	2	6
C376	PF00140	super_150	218601	520753	2	16
C377	PF00141	super_2	2710827	2803728	3	2
C378	PF00141	super_75	760087	888936	3	7
C379	PF00141	super_7	1054291	1058442	2	0
C380	PF00141	super_68	968211	991802	2	0
C381	PF00141	super_4	633397	660571	2	0
C382	PF00141	super_3	4457878	4461502	2	0
C383	PF00141	super_277	31328	57729	2	1
C384	PF00141	super_2	690838	720417	3	1
C385	PF00141	super_140	206123	285474	3	5
C386	PF00141	super_157	550617	573475	2	0
C387	PF00141	super_154	654917	691116	6	0
C388	PF00141	super_19	1876086	1932250	2	0
C389	PF00141	super_132	678691	775108	5	3
C390	PF00141	super_116	813530	865460	2	2
C391	PF00141	super_11	2119662	2171026	2	0
C392	PF00141	super_11	1435180	1478411	2	1
C393	PF00141	super_0	2894229	2910611	2	0
C394	PF00149	super_46	82439	101146	2	0
C395	PF00149	super_4	5087472	5299650	2	21
C396	PF00149	super_142	294443	496621	2	12
C397	PF00149	super_3	255385	425305	2	18
C398	PF00153	super_46	376090	396559	2	1
C399	PF00153	super_80	708094	1173665	2	24
C400	PF00153	super_7	3550381	3557877	2	0
C401	PF00153	super_96	1010355	1033933	2	2
C402	PF00153	super_5	4114353	4599837	2	35
C403	PF00153	super_43	1795595	1822007	2	1
C404	PF00153	super_213	180759	406499	2	15
C405	PF00153	super_26	2439129	2632341	2	13
C406	PF00153	super_228	300779	350051	2	3
C407	PF00153	super_215	298121	384607	2	6
C408	PF00153	super_190	438498	453554	2	2
C409	PF00153	super_133	346269	762324	2	30
C410	PF00153	super_3	819646	940720	2	6
C411	PF00160	super_0	3546048	3570812	2	0
C412	PF00163	super_102	630127	702828	2	9
C413	PF00164	super_16	2860375	2866037	2	0
C414	PF00168	super_67	992184	1319172	2	19
C415	PF00168	super_38	47313	236747	2	6
C416	PF00168	super_50	269468	630018	2	24
C417	PF00168	super_102	822603	876183	2	5
C418	PF00168	super_16	1844012	1992519	2	10
C419	PF00169	super_26	2265967	2579162	2	24
C420	PF00170	super_59	662022	688597	2	3
C421	PF00171	super_232	68421	96515	2	0
C422	PF00179	super_0	7550805	7632261	2	6
C423	PF00179	super_10	326854	419144	2	6
C424	PF00179	super_14	2810898	3016505	3	14
C425	PF00179	super_198	84377	366873	2	21
C426	PF00179	super_43	1912197	2134815	2	8
C427	PF00179	super_553	20791	22269	2	0
C428	PF00179	super_6	684330	1099558	3	37
C429	PF00179	super_69	868134	1164878	2	13
C430	PF00179	super_79	138875	936559	3	63
C431	PF00179	super_9	3719258	3726896	2	0
C432	PF00182	super_74	1409884	1455306	2	1
C433	PF00182	super_68	831950	1025106	2	14
C434	PF00187	super_20	2859465	2947037	4	3
C435	PF00187	super_74	1409884	1455306	2	1
C436	PF00190	super_109	361615	391018	2	1
C437	PF00190	super_112	782247	790365	2	0
C438	PF00190	super_176	571957	611703	2	5
C439	PF00190	super_19	1314697	1364695	5	2
C440	PF00190	super_196	451536	458851	2	0
C441	PF00190	super_5	4373306	4690960	2	22
C442	PF00190	super_500	1326	21057	2	0
C443	PF00195	super_31	1592519	1632270	2	0
C444	PF00195	super_51	500975	534546	2	1
C445	PF00195	super_57	809967	854667	2	2
C446	PF00198	super_0	11379733	11838128	2	26
C447	PF00201	super_19	447029	478700	4	1
C448	PF00201	super_168	352065	376737	2	0
C449	PF00201	super_101	816654	918556	3	4
C450	PF00201	super_112	541471	561754	2	0
C451	PF00201	super_16	3630306	3672864	3	0
C452	PF00221	super_15	1755908	1795908	2	2
C453	PF00224	super_73	726217	794085	2	2
C454	PF00225	super_193	2953	316062	2	18
C455	PF00225	super_2	12814	115621	2	5
C456	PF00225	super_3	650082	924414	2	19
C457	PF00225	super_74	131431	603842	2	35
C458	PF00225	super_99	708788	741676	2	2
C459	PF00226	super_97	1006791	1028546	2	0
C460	PF00226	super_69	1105988	1436181	2	11
C461	PF00226	super_66	684062	931954	2	18
C462	PF00226	super_63	408831	494433	2	6
C463	PF00226	super_6	2851661	2860884	2	0
C464	PF00226	super_20	3037552	3177733	2	6
C465	PF00226	super_19	3203127	3264173	2	3
C466	PF00226	super_131	387406	656364	2	15
C467	PF00226	super_118	35981	96901	2	5
C468	PF00226	super_24	1077062	1111727	3	1
C469	PF00226	super_47	1194516	1598465	3	31
C470	PF00227	super_13	3586926	3599925	2	0
C471	PF00227	super_169	506564	509574	2	1
C472	PF00227	super_71	1011141	1126228	2	8
C473	PF00230	super_261	246023	262170	2	0
C474	PF00230	super_7	1501293	1738563	2	17
C475	PF00238	super_48	1627732	1769388	2	8
C476	PF00240	super_61	1120098	1551501	2	24
C477	PF00240	super_0	2553233	2562280	2	1
C478	PF00240	super_0	9291823	9308792	2	0
C479	PF00244	super_53	274015	361301	3	3
C480	PF00244	super_19	2218954	2292228	2	3
C481	PF00248	super_0	2156270	2487643	2	25
C482	PF00248	super_163	10368	42493	2	2
C483	PF00248	super_206	9502	167912	13	15
C484	PF00248	super_55	1005920	1054942	3	1
C485	PF00248	super_87	445444	461930	2	0
C486	PF00249	super_9	3256429	3356214	2	3
C487	PF00249	super_88	1288531	1350611	2	6
C488	PF00249	super_78	880642	946957	2	2
C489	PF00249	super_67	317223	418499	2	8
C490	PF00249	super_6	3956856	3982149	2	1
C491	PF00249	super_54	70	447545	2	31
C492	PF00249	super_4	3488738	3519649	2	0
C493	PF00249	super_173	291588	316892	2	1
C494	PF00249	super_2	2018083	2635134	4	29
C495	PF00249	super_16	2283571	2758669	2	38
C496	PF00249	super_143	412634	556493	2	8
C497	PF00249	super_140	197416	564569	3	33
C498	PF00249	super_119	520657	726485	2	15
C499	PF00249	super_111	318268	809627	2	27
C500	PF00249	super_10	3045696	3371512	2	31
C501	PF00249	super_1	3740217	3804964	2	4
C502	PF00249	super_167	29239	93732	2	3
C503	PF00251	super_31	634086	685066	3	0
C504	PF00251	super_67	450978	489923	2	0
C505	PF00251	super_73	162406	270065	3	2
C506	PF00264	super_48	1803331	1837922	2	2
C507	PF00270	super_70	801224	1100568	2	15
C508	PF00270	super_78	392821	868924	2	30
C509	PF00270	super_22	1717090	1728804	2	0
C510	PF00270	super_16	123746	165308	2	0
C511	PF00270	super_20	569541	705714	2	12
C512	PF00270	super_13	2344492	2356348	2	0
C513	PF00270	super_102	783811	1066243	2	21
C514	PF00271	super_78	392821	1152691	3	47
C515	PF00271	super_70	801224	1100568	2	15
C516	PF00271	super_54	944392	1423016	2	17
C517	PF00271	super_37	889356	1218040	2	15
C518	PF00271	super_3	2660863	3138486	2	33
C519	PF00271	super_28	1357562	1537700	2	14
C520	PF00271	super_225	197395	388095	2	14
C521	PF00271	super_76	796288	1160022	2	20
C522	PF00271	super_20	569541	705714	2	12
C523	PF00271	super_180	194362	291623	2	2
C524	PF00271	super_16	123746	165308	2	0
C525	PF00271	super_13	2344492	2356348	2	0
C526	PF00271	super_13	906320	1008402	2	9
C527	PF00271	super_22	1211366	1728804	3	17
C528	PF00271	super_102	783811	1066243	2	21
C529	PF00274	super_125	597592	626039	2	3
C530	PF00291	super_287	133576	251967	3	3
C531	PF00291	super_7	2660266	2668968	2	0
C532	PF00294	super_13	2603683	2748701	2	9
C533	PF00305	super_216	305098	322940	2	1
C534	PF00305	super_81	495065	542649	2	1
C535	PF00313	super_25	10765	31068	2	2
C536	PF00314	super_140	117686	168840	2	0
C537	PF00314	super_188	96249	118908	2	0
C538	PF00314	super_261	4555	54368	2	2
C539	PF00314	super_431	3141	51410	2	1
C540	PF00319	super_96	639787	711731	2	4
C541	PF00332	super_172	330526	376765	3	0
C542	PF00332	super_27	2235808	2688969	2	36
C543	PF00350	super_242	285398	308857	2	0
C544	PF00350	super_90	1261557	1284994	2	1
C545	PF00350	super_11	1677961	1710014	2	2
C546	PF00355	super_281	167595	244943	3	6
C547	PF00361	super_206	13502	118624	3	10
C548	PF00361	super_359	72381	77085	2	0
C549	PF00364	super_0	11379733	11838128	2	26
C550	PF00385	super_66	1171409	1318230	2	2
C551	PF00385	super_9	1335960	1478145	2	1
C552	PF00385	super_73	1050953	1422561	2	24
C553	PF00385	super_57	1619584	1685388	2	5
C554	PF00385	super_50	1294774	1579908	3	11
C555	PF00385	super_5	82169	255293	3	9
C556	PF00385	super_337	27380	129591	3	4
C557	PF00385	super_369	12614	66106	2	3
C558	PF00385	super_160	357055	701805	2	19
C559	PF00385	super_158	399022	456083	2	2
C560	PF00385	super_15	843855	884885	2	4
C561	PF00385	super_140	231406	323183	2	5
C562	PF00385	super_131	286009	766017	2	33
C563	PF00385	super_10	2499581	2507305	2	0
C564	PF00385	super_24	1329137	1344548	2	0
C565	PF00397	super_67	1215126	1561080	2	23
C566	PF00400	super_56	1483633	1497429	2	0
C567	PF00400	super_40	750116	1196714	2	32
C568	PF00400	super_47	286992	752315	2	42
C569	PF00400	super_51	774546	812900	2	3
C570	PF00400	super_54	457644	561677	2	7
C571	PF00400	super_6	2591418	2897098	2	23
C572	PF00400	super_4	5105093	5185244	2	7
C573	PF00400	super_6	4378902	4558140	2	7
C574	PF00400	super_7	1625105	1906048	2	14
C575	PF00400	super_80	1214802	1314189	2	6
C576	PF00400	super_84	371602	842995	2	24
C577	PF00400	super_97	232738	381022	2	13
C578	PF00400	super_98	68362	464900	2	28
C579	PF00400	super_6	3525200	3854823	3	23
C580	PF00400	super_4	1842876	1897028	2	6
C581	PF00400	super_135	336726	734082	2	28
C582	PF00400	super_377	21378	66798	2	3
C583	PF00400	super_38	1542626	2015767	2	30
C584	PF00400	super_0	8157936	8177081	2	2
C585	PF00400	super_0	10355648	10588179	3	19
C586	PF00400	super_1	3859185	4342195	2	23
C587	PF00400	super_121	598734	703964	2	11
C588	PF00400	super_125	93883	396788	2	18
C589	PF00400	super_13	984973	1379077	2	21
C590	PF00400	super_124	382220	877931	3	20
C591	PF00400	super_181	1913	101303	3	9
C592	PF00400	super_182	97850	283494	2	5
C593	PF00400	super_2	2651588	3290123	4	40
C594	PF00400	super_229	26340	403925	2	24
C595	PF00400	super_28	214258	377440	2	10
C596	PF00400	super_28	1247243	1396796	2	16
C597	PF00403	super_6	2248098	2421540	2	13
C598	PF00403	super_8	3030748	3141516	4	1
C599	PF00403	super_68	1182564	1569329	2	37
C600	PF00403	super_60	1460193	1475923	2	0
C601	PF00403	super_6	5115257	5556443	4	29
C602	PF00403	super_9	1765185	1780328	2	0
C603	PF00403	super_44	1410892	1656012	2	21
C604	PF00403	super_7	4598361	4769403	4	8
C605	PF00403	super_251	162336	217400	3	3
C606	PF00403	super_218	238199	249103	2	1
C607	PF00403	super_15	1035824	1292574	2	16
C608	PF00403	super_119	392651	399332	2	0
C609	PF00403	super_10	3610097	4219300	11	18
